,cos_ori,cos_glm,delta_cos
0,0.9969839879140121,0.9833819800240677,0.013602007889944367
1,0.9987466861964425,0.9871251226865696,0.011621563509872868
2,0.9995103739412666,0.9942973210197648,0.005213052921501871
3,0.9984421738654945,0.9911608879581819,0.007281285907312585
4,0.9991388823915923,0.9912318669513351,0.007907015440257181
5,0.9968937867281766,0.9875302437979043,0.009363542930272306
6,0.9977080555777456,0.9937366313179553,0.003971424259790246
7,0.9996501268358083,0.9987888818551456,0.0008612449806627565
8,0.9997667921870144,0.9966824278893979,0.003084364297616493
9,0.9994901087273909,0.9941909640290238,0.005299144698367009
10,0.9997716057531132,0.9759934825454681,0.023778123207645052
11,0.9969857690975275,0.9900731352196364,0.0069126338778910945
12,0.9952417717608012,0.9323396430571073,0.06290212870369394
13,0.9839364861131872,0.9712540665090388,0.012682419604148398
14,0.9986302361315318,0.9820566062106806,0.016573629920851207
15,0.9981589428870712,0.9752817927251572,0.02287715016191394
16,0.9992611228039225,0.9930349586638196,0.006226164140102908
17,0.9995646117639764,0.9913201457866575,0.008244465977318871
18,0.9987123921220702,0.9904644201118421,0.008247972010228088
19,0.9959486454824823,0.9861471153371923,0.00980153014528995
20,0.9984027358075086,0.9949850512183771,0.0034176845891314978
21,0.9998381256073616,0.9960807224617507,0.0037574031456109047
22,0.9971019317629516,0.9485020149255529,0.04859991683739873
23,0.9981378086807945,0.9876601178390411,0.010477690841753429
24,0.9981821866993335,0.9806636601550232,0.017518526544310298
25,0.9997153962105404,0.9686947637977654,0.031020632412774973
26,0.9999639249011141,0.9969727439668536,0.002991180934260429
27,0.9995086906094863,0.9894541539189596,0.010054536690526694
28,0.9990030924322371,0.9837749867404417,0.015228105691795335
29,0.9989217228421956,0.981260245514572,0.017661477327623576
30,0.9993621381702074,0.9834664459625472,0.015895692207660184
31,0.9937615591012925,0.9870737577170207,0.00668780138427183
32,0.9991607343083861,0.9766353327964334,0.022525401511952703
33,0.9997896396818429,0.9976285614502127,0.0021610782316301425
34,0.9983551131480304,0.9963039224470348,0.0020511907009955754
35,0.9996301819438504,0.9768503304279851,0.022779851515865368
36,0.9999682566564881,0.9775754136126901,0.022392843043798072
37,0.9993654063103815,0.9764492990672521,0.022916107243129424
38,0.9995355611154904,0.9933119090529778,0.006223652062512519
39,0.9995648036599136,0.9823528435096145,0.017211960150299133
40,0.9994415381761369,0.9943588482800234,0.00508268989611349
41,0.9996590917568822,0.9935932799535349,0.00606581180334731
42,0.9976748326624564,0.9874477192491676,0.010227113413288746
43,0.9998940498780231,0.9877274821201241,0.012166567757899038
44,0.996491852358283,0.9790888535420307,0.01740299881625229
45,0.9991339717093619,0.9982225593841891,0.0009114123251727779
46,0.9996285983003121,0.9966014571883944,0.0030271411119177083
47,0.9967504371661369,0.9866721395633192,0.010078297602817643
48,0.9990482385520119,0.9912857316078404,0.007762506944171466
49,0.9934057592091581,0.9789711195470593,0.014434639662098792
50,0.9983387899797199,0.9674633145481092,0.030875475431610733
51,0.9972999440318877,0.988258910722834,0.009041033309053703
52,0.9984356509603499,0.9984327218876883,2.9290726616393314e-06
53,0.9989264419034617,0.964706600172694,0.03421984173076764
54,0.9999183254806934,0.9980619849044726,0.0018563405762207497
55,0.9983879990915874,0.9900679381241653,0.008320060967422105
56,0.999765443503817,0.9696294089654727,0.030136034538344347
57,0.997154747489935,0.9836060230927754,0.013548724397159595
58,0.9989783575825127,0.98479962294255,0.014178734639962776
59,0.9987124449486536,0.9993421084097673,-0.0006296634611137053
60,0.9985994096834137,0.9815945912738612,0.01700481840955248
61,0.9992413033200419,0.9849995974249001,0.014241705895141843
62,0.9989706402823768,0.9928032815840836,0.006167358698293213
63,0.9989229448257758,0.9932561313534118,0.005666813472363974
64,0.9957903227523179,0.982429526221792,0.013360796530525909
65,0.9975776223566052,0.9909955583511932,0.006582064005411947
66,0.9981392931364198,0.9573314146038676,0.04080787853255219
67,0.9974098064299988,0.9921190831747206,0.005290723255278129
68,0.9991683057222167,0.9998990118799842,-0.0007307061577674911
69,0.9997680193470022,0.974373069594737,0.025394949752265195
70,0.9993133254532811,0.9917717452979801,0.007541580155301042
71,0.996177766879238,0.968267392543602,0.027910374335636035
72,0.9974761518282516,0.9934704745763373,0.0040056772519142525
73,0.9997894488452388,0.9927056066991771,0.007083842146061725
74,0.999591143029062,0.9968870626688752,0.002704080360186878
