,cosori,cosglm,deltacos
0,0.9987140313146253,0.998613311430754,0.00010071988387128084
1,0.9989865128622695,0.9995141471133215,-0.0005276342510520671
2,0.9990763692622824,0.9990256120741854,5.075718809699481e-05
3,0.9979790872754055,0.9975285349123194,0.0004505523630861097
4,0.9986380066554335,0.9997099763401902,-0.0010719696847567572
5,0.9987682243066728,0.9983716808356279,0.00039654347104489673
6,0.9991179241057653,0.9997361231048351,-0.0006181989990697856
7,0.9992595542485048,0.9987504727372177,0.000509081511287035
8,0.9986526874862828,0.9995740289737922,-0.0009213414875094417
9,0.9985245165920598,0.999637087198378,-0.0011125706063181973
10,0.9987774640722411,0.9978204691437309,0.000956994928510202
11,0.9990836199032906,0.9994950482505517,-0.0004114283472610447
12,0.9987547775762938,0.9995075010992922,-0.0007527235229983775
13,0.9993227506502306,0.9992642296785765,5.8520971654041354e-05
14,0.9993125694400189,0.99919378551898,0.00011878392103892299
15,0.9980980539714401,0.99982919695191,-0.0017311429804698353
16,0.9992572640556887,0.9991037163457932,0.00015354770989550737
17,0.9992051684662479,0.9997323121185149,-0.0005271436522670259
18,0.998745846461321,0.9984789368056681,0.0002669096556529027
19,0.9993086495936574,0.9989963935626218,0.00031225603103557376
20,0.9985732204632822,0.9984316798139445,0.00014154064933769028
21,0.9986479802239497,0.9994297933979053,-0.0007818131739555367
22,0.9984666659279574,0.9978221112225557,0.0006445547054017009
23,0.9991712593085642,0.9999488001855906,-0.0007775408770264169
24,0.9989992037506032,0.9987002361750966,0.00029896757550662567
25,0.998282326861692,0.998227240616081,5.5086245611013496e-05
26,0.9996362781398785,0.9977796692383023,0.00185660890157624
27,0.9996650921615673,0.996711761947483,0.002953330214084282
28,0.9998285471697811,0.9999889896999894,-0.00016044253020830457
29,0.999308663448113,0.9995704797283949,-0.0002618162802818791
30,0.9990202634109029,0.9982771009568885,0.0007431624540144011
31,0.9993585462310419,0.9977306385578959,0.001627907673146023
32,0.9988130777970857,0.9986567697944304,0.0001563080026553143
33,0.9987212629668114,0.9986422669604258,7.89960063856121e-05
34,0.9987913990864822,0.9997516639486561,-0.0009602648621739318
35,0.9992598841134335,0.9981583684000079,0.0011015157134255382
36,0.9991522876858551,0.9996858574356848,-0.0005335697498297653
37,0.9972719230951681,0.9987756827769401,-0.0015037596817719656
38,0.9983768334209632,0.9981980698192175,0.000178763601745624
39,0.9998739306005753,0.9993298438907772,0.0005440867097981084
40,0.9992240413958011,0.9996914351502073,-0.0004673937544061868
41,0.9990005182933113,0.9982395583235806,0.0007609599697306901
42,0.9993195612017434,0.9971868466904148,0.0021327145113285706
43,0.9997612030952543,0.997508620258581,0.002252582836673289
44,0.9989545251267149,0.9984446230031759,0.0005099021235389634
45,0.9993833120218045,0.999959100338078,-0.0005757883162734734
46,0.9996645811767052,0.9999848836501282,-0.00032030247342296203
47,0.9986389970777041,0.9984224579489929,0.00021653912871122394
48,0.9980512441880474,0.9999763650068454,-0.0019251208187980318
49,0.9993394820695074,0.9996326281533187,-0.0002931460838112576
50,0.9990658557568968,0.9990515433582214,1.4312398675331295e-05
51,0.9981168709955226,0.9978073718100532,0.00030949918546940847
52,0.9995390901788351,0.9994817810116734,5.730916716173429e-05
53,0.9992650170268818,0.9992546540817842,1.0362945097597276e-05
54,0.9991360582085438,0.9995605123821925,-0.00042445417364866955
55,0.9998345959950432,0.99967045289496,0.00016414310008316946
56,0.999493168175532,0.9988586522121397,0.000634515963392368
57,0.9980947343339879,0.9986260134705577,-0.0005312791365698066
58,0.9985284761208422,0.9991228434508453,-0.000594367330003176
59,0.999379179756292,0.9999084620469081,-0.0005292822906161065
60,0.9986280321168721,0.9986440751589418,-1.6043042069702196e-05
61,0.9990598486132052,0.9972164033863897,0.0018434452268154544
62,0.9992575142775794,0.9993201491616754,-6.263488409607998e-05
63,0.998195278571384,0.9989927165846636,-0.0007974380132795833
64,0.9992702545928414,0.9985852656116658,0.0006849889811755272
65,0.998790980568122,0.9998568042211633,-0.001065823653041309
66,0.9992683040321253,0.9998575652964655,-0.000589261264340224
67,0.998366663992102,0.9995692732557777,-0.001202609263675658
68,0.9986532500860466,0.9978381465560514,0.0008151035299951426
69,0.9990730461381345,0.9986433050228284,0.000429741115306137
70,0.9994241508636095,0.9992650849121141,0.00015906595149539626
71,0.9977644390167479,0.9990389837147898,-0.0012745446980418906
72,0.9980363075650835,0.9986701949601572,-0.0006338873950736401
73,0.9978792961174865,0.9999000529585812,-0.0020207568410947063
74,0.9994188373674797,0.9973605854658416,0.0020582519016381084
75,0.9983046964623162,0.9991909244282628,-0.0008862279659466177
76,0.998315346741325,0.9997980734563383,-0.0014827267150132606
77,0.9988246494235903,0.9997135836751254,-0.0008889342515351339
78,0.9993283220250512,0.9997275312607589,-0.00039920923570768707
79,0.9986037627777993,0.9995132185992468,-0.0009094558214475246
80,0.9992101063042325,0.9992537658295955,-4.365952536300455e-05
81,0.9996191843764273,0.9998428473593233,-0.00022366298289600017
82,0.9995474699650775,0.9994663903309708,8.107963410663999e-05
83,0.999170655807107,0.9995584433178701,-0.0003877875107631823
84,0.9986787852167829,0.9991560674856889,-0.00047728226890597636
85,0.99858964506308,0.9998206625038072,-0.001231017440727178
86,0.9989438428655019,0.999660604680174,-0.0007167618146721733
87,0.9993381332498612,0.9998729565268145,-0.0005348232769533112
88,0.9995129424386906,0.997844768589178,0.0016681738495125664
89,0.9982995741597154,0.9995245570230796,-0.0012249828633642545
90,0.9995647347101745,0.9996972489059572,-0.00013251419578275137
91,0.999221016354678,0.9991763436920278,4.467266265018033e-05
92,0.9986792063211527,0.9997474375989834,-0.0010682312778307335
93,0.9987350068455914,0.9993945145417426,-0.0006595076961511959
94,0.9999552743349247,0.99971312268221,0.00024215165271468386
95,0.9990637769363305,0.9993839352418252,-0.0003201583054946999
96,0.9989913383452305,0.9987636490828719,0.0002276892623586102
97,0.9987940542460247,0.9948367526063276,0.003957301639697097
98,0.9997538947464952,0.9969236557512201,0.002830238995275125
99,0.9986966622350948,0.9985158453902477,0.00018081684484705374
100,0.9991028086771054,0.9991589270042779,-5.611832717244969e-05
101,0.9991686915453508,0.9992075064159951,-3.881487064427702e-05
102,0.9994129129698912,0.9994066400205311,6.272949360064395e-06
103,0.9978979442619049,0.9979081663141545,-1.0222052249542202e-05
104,0.9995933851397376,0.9993167611642756,0.00027662397546202033
105,0.9981002852735296,0.9998205651994427,-0.0017202799259131707
106,0.9983668979178144,0.9978752980018376,0.0004915999159768036
107,0.9996662178153699,0.9997320089026901,-6.579108732018835e-05
108,0.9987148954393279,0.9995326644071372,-0.0008177689678092737
