,cosori,cosglm,deltacos,pval
0,0.9169142122551901,0.9448693056197646,-0.027955093364574468,1.1102230246251565e-16
1,0.9884245012340136,0.7376756425938022,0.25074885864021135,1.1102230246251565e-16
2,0.984935157851514,0.7749530651697779,0.20998209268173607,1.1102230246251565e-16
3,0.7139167795842836,0.9581247092801681,-0.24420792969588456,1.1102230246251565e-16
4,0.6022754660996407,0.6503788251929511,-0.04810335909331043,1.1102230246251565e-16
5,0.9880062826228039,0.7756135214758614,0.2123927611469425,1.1102230246251565e-16
6,0.879298806452339,0.9691808856760553,-0.08988207922371627,1.1102230246251565e-16
7,0.6738116287888665,0.7362277814828496,-0.06241615269398315,1.1102230246251565e-16
8,0.8305159749674907,0.7516211640367956,0.07889481093069517,1.1102230246251565e-16
9,0.6930115964886927,0.7321237090093177,-0.039112112520624964,1.1102230246251565e-16
10,0.984616150196543,0.9301332361323508,0.054482914064192256,1.1102230246251565e-16
11,0.7964335933095222,0.766498674933497,0.029934918376025244,1.1102230246251565e-16
12,0.7156906925267658,0.7594637693537567,-0.04377307682699094,1.1102230246251565e-16
13,0.9689803455124884,0.9168008478966312,0.05217949761585716,1.1102230246251565e-16
14,0.9880478144159852,0.7778646756269101,0.21018313878907513,1.1102230246251565e-16
15,0.9043670904296656,0.8837555474594084,0.020611542970257135,1.1102230246251565e-16
16,0.9207532765389337,0.7146041957383207,0.206149080800613,1.1102230246251565e-16
17,0.30353242035832095,0.7583529450912334,-0.45482052473291246,1.1102230246251565e-16
18,0.9123382501739046,0.7729944490403873,0.1393438011335173,1.1102230246251565e-16
19,0.7841813444361756,0.7738606426706566,0.010320701765519025,1.1102230246251565e-16
20,0.9853926213190658,0.45288293166091165,0.5325096896581542,1.1102230246251565e-16
21,0.9187589264745243,0.3155467239343827,0.6032122025401416,1.1102230246251565e-16
22,-0.5740065594034808,0.7732970537002866,-1.3473036131037675,1.1102230246251565e-16
23,0.8985582549272264,0.6556670644810244,0.242891190446202,1.1102230246251565e-16
24,0.6529067124652251,0.7787160739557825,-0.12580936149055733,1.1102230246251565e-16
25,0.8196389937331275,0.7794147570205013,0.040224236712626205,1.1102230246251565e-16
26,0.9985562986921666,0.778253281265267,0.2203030174268995,1.1102230246251565e-16
27,0.7280848764358351,0.7759410466042594,-0.04785617016842436,1.1102230246251565e-16
28,0.8263139645504319,0.9926491259151116,-0.16633516136467963,1.1102230246251565e-16
29,0.6498522916059939,0.771191416914498,-0.1213391253085041,1.1102230246251565e-16
30,0.7338746541911235,0.7448019472099862,-0.010927293018862638,1.1102230246251565e-16
31,0.7224224361100929,0.7608176280998706,-0.0383951919897777,1.1102230246251565e-16
32,0.7801187009534654,0.9924637318254275,-0.2123450308719621,1.1102230246251565e-16
33,0.9412999571028134,0.9584836776597538,-0.017183720556940396,1.1102230246251565e-16
34,0.830086775393504,0.7751024741280867,0.0549843012654172,1.1102230246251565e-16
35,0.8229842152098686,0.7292380338050535,0.09374618140481517,1.1102230246251565e-16
36,0.982871505210191,0.8978228709826437,0.08504863422754727,1.1102230246251565e-16
37,0.8233301691885815,0.7710941088297238,0.05223606035885764,1.1102230246251565e-16
38,0.4736299181285557,0.7689429386015979,-0.2953130204730422,1.1102230246251565e-16
39,0.9779788393275304,0.7779791570001573,0.19999968232737309,1.1102230246251565e-16
40,0.872883680476545,0.27882402943409235,0.5940596510424526,1.1102230246251565e-16
41,0.7380097166412335,0.7786131619166962,-0.04060344527546267,1.1102230246251565e-16
42,0.7517252303656374,0.7556623158860339,-0.0039370855203965105,1.1102230246251565e-16
43,0.9826023167388866,0.9629308754265244,0.019671441312362203,1.1102230246251565e-16
44,0.7866733215942552,0.2895874687213933,0.4970858528728619,1.1102230246251565e-16
45,0.9136525706565077,0.8742595510765103,0.03939301957999741,1.1102230246251565e-16
46,0.8445063110278284,0.48000381047622753,0.3645025005516008,1.1102230246251565e-16
47,0.9958162479765876,0.8925256653169134,0.10329058265967428,1.1102230246251565e-16
48,0.9611597182500384,0.7444290692787303,0.21673064897130812,1.1102230246251565e-16
49,0.9516594796567386,0.9242584052019135,0.027401074454825092,1.1102230246251565e-16
