,ori_degrees,glm_degrees,dif_degrees
0,0.9980330634285077,0.9909972447557709,0.007035818672736838
1,0.9953512532603694,0.9913114273206776,0.004039825939691877
2,0.9965197316553449,0.9491144963366616,0.04740523531868335
3,0.996011942117165,0.9973569536171556,-0.001345011499990556
4,0.9954607889642941,0.9772234042407782,0.01823738472351588
5,0.997788205862147,0.9891570999186261,0.0086311059435209
6,0.988926284456709,0.9472232722039571,0.04170301225275197
7,0.9900874920573901,0.9975490009432091,-0.007461508885818979
8,0.9988434720182837,0.9849523346315412,0.013891137386742525
9,0.9863319083900036,0.9496802620264927,0.036651646363510926
10,0.9986644203582372,0.9518921588781771,0.046772261480060084
11,0.9899135196580962,0.986541797579198,0.0033717220788981317
12,0.9888524244082677,0.9132520350092088,0.07560038939905889
13,0.9947478233517643,0.9941108789410893,0.0006369444106749667
14,0.9937606566255741,0.8963460080853914,0.09741464854018267
15,0.9944504171916568,0.9708930417018962,0.023557375489760668
16,0.9882961735015328,0.9686391499251266,0.019657023576406196
17,0.9915287258392788,0.9667109769572205,0.024817748882058233
18,0.9881664086277475,0.9587783232498545,0.02938808537789306
19,0.9871096009486496,0.9901501601681664,-0.0030405592195167364
20,0.9691789751219853,0.9618241546417213,0.007354820480263924
21,0.9817783297176667,0.9816760195307808,0.00010231018688589
22,0.9934217991084212,0.9947170933598234,-0.0012952942514021792
23,0.9954137644223244,0.9905469324736407,0.004866831948683759
24,0.9898683092171133,0.9502521122881201,0.03961619692899321
25,0.9978763996711032,0.9721937112658052,0.02568268840529797
26,0.9586795830907625,0.9148781074707837,0.043801475619978825
27,0.9994415808396632,0.9940980238624507,0.005343556977212449
28,0.9952386705340596,0.9703882090350249,0.024850461499034693
29,0.9790766717886159,0.9253534710008096,0.05372320078780635
30,0.9703466430767942,0.9679609321095414,0.0023857109672528187
31,0.9745409020014235,0.969236353606963,0.005304548394460484
32,0.9643409563374598,0.9648419627116693,-0.0005010063742095783
33,0.9961767147972835,0.9745733469083309,0.021603367888952674
34,0.9921765783502401,0.9655393863590411,0.02663719199119896
35,0.9928973265235634,0.9263355019494495,0.06656182457411397
36,0.9957186242697242,0.9639231688070934,0.03179545546263085
37,0.9972572301618529,0.9982875121555089,-0.001030281993656068
38,0.9614194367617622,0.9229305376420721,0.03848889911969011
39,0.9833673578608386,0.9787526476873201,0.004614710173518555
40,0.9921026322793006,0.9474540304222462,0.04464860185705444
41,0.9950864922302775,0.9873779073392618,0.0077085848910156685
42,0.9833167993957875,0.9913494704510399,-0.008032671055252405
43,0.9987860640376067,0.9823315888159817,0.01645447522162502
44,0.9863556051681037,0.9882810705176446,-0.0019254653495408558
45,0.9943568138843764,0.9758955623846624,0.018461251499714004
46,0.97806159320291,0.9461634447768317,0.0318981484260783
47,0.9453194882060776,0.9082910883458186,0.037028399860258965
48,0.992600041870459,0.9809317036206131,0.011668338249845922
49,0.9953330046703767,0.9710319687623638,0.024301035908012913
50,0.9978319355545762,0.9960437726821555,0.0017881628724206733
51,0.9977478218874853,0.9867545830741083,0.010993238813376993
52,0.9909872947706606,0.9802321025958981,0.010755192174762507
53,0.9927116918847382,0.9694352002437203,0.02327649164101786
54,0.9789487134965891,0.9818696136240664,-0.002920900127477366
55,0.9949405797480952,0.9820810144225862,0.012859565325509026
56,0.9907555141358823,0.9937280339270045,-0.00297251979112223
57,0.9825690687729982,0.9756677998852135,0.0069012688877847506
58,0.9834795309504227,0.9830577410808248,0.00042178986959795495
59,0.995574722972109,0.9850648768020831,0.010509846170025927
60,0.9869923173230888,0.986725294989265,0.0002670223338238076
61,0.9940735134660871,0.9925807946066955,0.0014927188593916174
62,0.981634582222153,0.9921159068235117,-0.010481324601358644
63,0.9992103158157826,0.982460452872338,0.016749862943444604
64,0.9819574770453531,0.9689675249348378,0.012989952110515235
65,0.9859574764971974,0.8876432826978434,0.09831419379935402
66,0.9965997234385058,0.9792758212669204,0.017323902171585415
67,0.9771955294669157,0.9659197446254817,0.011275784841433989
68,0.9838483196871879,0.9461898539480129,0.03765846573917497
69,0.9909701765570446,0.9470295464431627,0.04394063011388183
70,0.9893012568763713,0.978858266705265,0.010442990171106281
71,0.997771610004229,0.9971860090466353,0.000585600957593635
72,0.9986623792105618,0.9939736306221469,0.004688748588414837
73,0.9969913190653059,0.9847306773348422,0.012260641730463706
74,0.9895570562710915,0.9644113580902834,0.02514569818080803
75,0.9819363707703107,0.9713924431616935,0.01054392760861722
76,0.9896071535290287,0.9546077639269571,0.03499938960207161
77,0.9972568578232396,0.9788879947584287,0.018368863064810892
78,0.9965543398993082,0.9807644177850233,0.01578992211428487
79,0.9917419297633211,0.9670542771074073,0.024687652655913772
80,0.9927730027427826,0.9813040861096951,0.011468916633087467
81,0.9834309141003996,0.9722093875498965,0.011221526550503125
82,0.9275119772489444,0.8781235075789213,0.04938846967002308
83,0.992660503062545,0.9664652370747407,0.026195265987804306
84,0.998843330611469,0.9995322806587088,-0.0006889500472397891
85,0.9870090613322846,0.9814974043600185,0.005511656972266077
86,0.9987801227724983,0.9860570370174343,0.012723085755063979
87,0.9937246313267752,0.9719124982488316,0.021812133077943607
88,0.9996083013168923,0.9930791491551169,0.006529152161775409
89,0.9982823595198097,0.9815907157401328,0.016691643779676912
90,0.969157614826365,0.9388701283343203,0.030287486492044713
91,0.9908611430124424,0.9712099453188053,0.0196511976936371
92,0.9967999942391998,0.9798191260744016,0.01698086816479827
93,0.9828891219112502,0.966326007155154,0.016563114756096176
94,0.9891813831815852,0.9780628235016617,0.011118559679923479
95,0.9991477635353946,0.9984369136859768,0.0007108498494178273
96,0.9824721073972754,0.9490813704378444,0.03339073695943107
97,0.9930983755284991,0.9888657964164584,0.004232579112040669
98,0.9796962710126116,0.9741634269178208,0.005532844094790823
99,0.9897988755184753,0.9582619391751874,0.031536936343287914
