,cos_ori,cos_glm,delta_cos
0,0.9998447701184803,0.9595637598377159,0.04028101028076436
1,0.9995095856193488,0.9668789609523782,0.03263062466697053
2,0.9962630756985958,0.9936451055759711,0.0026179701226247687
3,0.9992908214679189,0.9701108001882637,0.029180021279655244
4,0.9966369462597819,0.9851098877570924,0.011527058502689536
5,0.9951965044295733,0.9638742795277363,0.031322224901837004
6,0.9987030376836321,0.930869578135877,0.0678334595477551
7,0.9999637079337174,0.9960941039281466,0.0038696040055707925
8,0.9972751139157405,0.9617988986174489,0.03547621529829159
9,0.9983990449750769,0.938165485128054,0.060233559847022944
10,0.9996230574564637,0.9990416871465191,0.000581370309944651
11,0.9998227384366933,0.9805204568508095,0.019302281585883874
12,0.9972589723096619,0.9786146457963976,0.01864432651326431
13,0.9996768495396748,0.9988689588923494,0.0008078906473254488
14,0.9998136020264852,0.9945699587614277,0.0052436432650574405
15,0.995826302963069,0.9349284258586057,0.06089787710446326
16,0.9907044544706036,0.9998125482643611,-0.009108093793757432
17,0.9967193582075822,0.995925897697747,0.0007934605098351977
18,0.9951145995231575,0.98111166852637,0.01400293099678751
19,0.999574413426367,0.9831122115408764,0.016462201885490635
20,0.9973037445286639,0.9926031147485892,0.004700629780074683
21,0.9989648272616551,0.9907348602102598,0.008229967051395337
22,0.9997247671018468,0.9745635126157106,0.025161254486136153
23,0.9997014450862431,0.9686717703609714,0.03102967472527174
24,0.9998756958398031,0.9975433862574596,0.002332309582343428
25,0.9992979440906764,0.9892807424234012,0.010017201667275155
26,0.9995821339636565,0.956656812681171,0.042925321282485496
27,0.9934773632240524,0.9528347415415239,0.040642621682528524
28,0.9997967175964562,0.9943202198293534,0.005476497767102795
29,0.9988361893061186,0.9979991354125081,0.0008370538936105509
30,0.9996886538598291,0.9934494306601543,0.006239223199674737
31,0.998565400496737,0.9806819538148164,0.017883446681920656
32,0.999600301005031,0.9992934922418787,0.00030680876315225536
33,0.9994205263924922,0.9940012172776027,0.005419309114889526
34,0.9995816625022879,0.9594145969998751,0.04016706550241278
35,0.9972611622454819,0.9569646984271005,0.04029646381838137
36,0.9989558448234361,0.9774811398701049,0.02147470495333126
37,0.9999385525690755,0.9974021194034668,0.002536433165608698
38,0.9976989397929301,0.998572889057426,-0.0008739492644959101
39,0.9999362512652566,0.997757661297923,0.002178589967333666
40,0.9994852461403472,0.9680721949944645,0.031413051145882664
41,0.9976360489379964,0.9723893801903746,0.025246668747621825
42,0.9991189518713253,0.9982649922578122,0.0008539596135130889
43,0.9998926150039142,0.9841564109314105,0.015736204072503757
44,0.9992394150809731,0.9913285638780858,0.00791085120288737
45,0.9993038933354825,0.9809399027481565,0.018363990587326073
46,0.9988487790523347,0.9899958936747064,0.008852885377628295
47,0.9990654524123513,0.9918536400223097,0.00721181239004165
48,0.997826391178684,0.9961289989877282,0.001697392190955771
49,0.9972911833763521,0.9846432629807628,0.012647920395589374
50,0.9977013812805764,0.9712680776125959,0.026433303667980468
51,0.9991236027662107,0.9924472547792964,0.006676347986914299
52,0.9992953493453846,0.9869045907755438,0.012390758569840732
53,0.9979795927030202,0.9704500559043188,0.027529536798701404
54,0.9974345406688843,0.9882035019813852,0.009231038687499082
55,0.9997909210098608,0.9896507996859308,0.01014012132392994
56,0.9991148213302496,0.9960441401231348,0.003070681207114845
57,0.9998139299295796,0.9841517515603706,0.015662178369209023
58,0.9983904480909591,0.9953566584445378,0.0030337896464213143
59,0.9992914524041516,0.9878219322798509,0.011469520124300692
60,0.999140204054628,0.9710868381333306,0.02805336592129737
61,0.999479931491201,0.9962356454611552,0.0032442860300457843
62,0.9999659620766239,0.9748258988445699,0.025140063232053977
63,0.9991040805339505,0.9936268434822042,0.005477237051746298
64,0.998859226501804,0.9783844748914743,0.020474751610329744
65,0.9965152710533298,0.9970466220513506,-0.0005313509980208186
66,0.9991387653938745,0.9793053310742286,0.019833434319645904
67,0.9996177517281939,0.9819627636481593,0.017654988080034628
68,0.999498465593897,0.9913269334358084,0.008171532158088635
69,0.9954766498155303,0.9811970824576262,0.014279567357904144
70,0.9997345403613697,0.9940706977867595,0.005663842574610167
71,0.9985837745165158,0.9764037624195868,0.02218001209692899
72,0.9999514909068921,0.979418013428529,0.020533477478363094
73,0.9979143712258107,0.9676229494977873,0.03029142172802346
74,0.9972219056483178,0.9822029206185953,0.015018985029722542
75,0.9998275925575009,0.9979825430758651,0.0018450494816357743
76,0.9936268104853273,0.9944315023069747,-0.0008046918216474408
77,0.9971609620366706,0.9938850703842983,0.003275891652372298
78,0.991399614754265,0.9616735734673416,0.029726041286923355
79,0.9997231222670793,0.9847287244067839,0.014994397860295328
80,0.9995901158988753,0.9893900236667018,0.010200092232173441
81,0.9989839276674889,0.9777299229544402,0.021254004713048724
82,0.9955159004829686,0.9786399422468401,0.01687595823612842
83,0.9966958858108176,0.9969252188421751,-0.00022933303135752592
84,0.9994520247893369,0.9922561812826612,0.007195843506675681
85,0.9995809845013705,0.9951990775826711,0.00438190691869933
86,0.9939958114793799,0.9734790960029657,0.020516715476414205
87,0.9974472615236145,0.9827932589110733,0.01465400261254124
88,0.9994935148951041,0.9861767073299622,0.013316807565141864
89,0.9998401116107193,0.9593467830157816,0.040493328594937705
90,0.999427273585117,0.997236189621189,0.0021910839639279756
91,0.9997034618447604,0.9360598470710051,0.06364361477375535
92,0.995657936251125,0.9874712506269975,0.008186685624127499
93,0.9997415235900331,0.9817013082511485,0.018040215338884558
94,0.9975058999408855,0.9985478392133295,-0.0010419392724440035
95,0.9971816578230163,0.9929993153147795,0.0041823425082367915
96,0.9999434842739113,0.9965501595971843,0.0033933246767270386
