,d_ori,d_glm,delta_cos
0,0.9974182358581902,0.9795033731527297,0.0179148627054605
1,0.9981606740715405,0.9630430637893441,0.0351176102821964
2,0.9965195750701177,0.9929875512642143,0.0035320238059033393
3,0.9984332177430414,0.993273987835127,0.005159229907914398
4,0.9967467886028594,0.9892565907830674,0.007490197819791988
5,0.9979475463906609,0.9838247768951522,0.014122769495508614
6,0.9995251589530073,0.9667897760203975,0.0327353829326098
7,0.9997316758489878,0.9936593612212391,0.0060723146277487094
8,0.9999210119209532,0.9947569682713404,0.0051640436496127595
9,0.9998659050580542,0.9866039506248991,0.013261954433155032
10,0.9975098704207168,0.9976403434383918,-0.00013047301767499242
11,0.9994090834669302,0.9895152700816636,0.009893813385266625
12,0.9997679867403728,0.995694338201027,0.0040736485393457755
13,0.9984528958362712,0.9895728008045687,0.008880095031702506
14,0.9987800105073077,0.99591712471675,0.002862885790557712
15,0.9984560920406513,0.9763904815486856,0.02206561049196576
16,0.9976373836840468,0.9940847062158891,0.0035526774681576834
17,0.9993321953877957,0.9911123224886044,0.00821987289919135
18,0.9999917928718337,0.988634295420079,0.011357497451754739
19,0.999697348566885,0.9848817867483955,0.01481556181848942
20,0.9992295101961378,0.9934565986927184,0.005772911503419409
21,0.9994500349265591,0.9658667252052182,0.03358330972134094
22,0.9996481764323352,0.9563762325538622,0.043271943878472996
23,0.9995880565186056,0.9992607410048802,0.00032731551372544576
24,0.9979897074540003,0.99153375189109,0.006455955562910232
25,0.9998745013400079,0.9674605806503523,0.03241392068965554
26,0.9991687804102917,0.9809908441680055,0.01817793624228614
27,0.9995866530327218,0.9962028483635105,0.0033838046692112878
28,0.9989250021304775,0.9602967648240622,0.03862823730641529
29,0.9997355866783518,0.9903899013234871,0.009345685354864686
30,0.9984077127455356,0.9924865562054799,0.005921156540055761
31,0.9999701370386379,0.9985439202505254,0.0014262167881124999
32,0.9994340055486333,0.9879266375943329,0.011507367954300407
33,0.9978143162528997,0.9966554303121105,0.0011588859407892782
34,0.9999785354519167,0.9892011265812762,0.010777408870640492
35,0.9997620942427595,0.9804485011120256,0.019313593130733886
36,0.9994802479926942,0.9671452220269434,0.032335025965750774
37,0.9992828986750389,0.9790082246049516,0.020274674070087317
38,0.9991821138514883,0.9906974586985602,0.008484655152928067
39,0.9990648149772979,0.9459398793910905,0.053124935586207456
40,0.9997250021630748,0.9825039334705503,0.017221068692524488
41,0.9970506904085296,0.9664865205933821,0.030564169815147424
42,0.999971267878369,0.9924433417011956,0.00752792617717335
43,0.9994424187390732,0.9624863701511627,0.03695604858791057
44,0.9996780933256512,0.9958287989378134,0.003849294387837765
45,0.9998061595841674,0.9900136069792222,0.00979255260494516
46,0.9960764658251117,0.9978442552001834,-0.0017677893750717155
47,0.9964883978710399,0.9661292118633414,0.03035918600769849
48,0.9988438728272011,0.9865556718650668,0.012288200962134344
49,0.9987132572631483,0.9655595872366671,0.033153670026481175
50,0.999784344641474,0.9959024158997314,0.0038819287417426462
51,0.9958896676996165,0.982381830944455,0.01350783675516154
52,0.9991759442069268,0.990703692392417,0.008472251814509835
53,0.9989834488685675,0.9370622384770873,0.06192121039148024
54,0.9999183354404892,0.9907376809677843,0.009180654472704997
55,0.9993541346295884,0.9935910604825333,0.005763074147055125
56,0.9874054288713657,0.94640554526963,0.040999883601735676
57,0.9987165934062261,0.9951855808531367,0.0035310125530894076
58,0.9996474483228777,0.9938846277579605,0.00576282056491717
59,0.999672740126258,0.9867143251339743,0.012958414992283673
60,0.9976283262092416,0.9910653728517369,0.006562953357504675
61,0.9985978596564975,0.9967776298553122,0.0018202298011853468
62,0.9998459981881955,0.9939921259933356,0.005853872194859888
63,0.9987782315796903,0.9784470516318716,0.020331179947818634
64,0.9998398880813176,0.9969061846355652,0.002933703445752389
65,0.9991353212128093,0.9725653294640877,0.026569991748721655
66,0.9995473546263336,0.9958440248599745,0.0037033297663591203
67,0.9941639772009777,0.989417138526862,0.004746838674115739
68,0.9971992531990732,0.9894488935617775,0.007750359637295756
69,0.9999238896104587,0.957471509175274,0.04245238043518473
70,0.9986450333393122,0.9396058511791364,0.059039182160175785
71,0.999392307862675,0.9881146587324661,0.0112776491302089
72,0.9995082236167915,0.9888567580011991,0.010651465615592381
73,0.9988592138004262,0.993914150202656,0.0049450635977701385
74,0.9997753040663135,0.9977295784924968,0.00204572557381677
75,0.9999800552399092,0.9970378441579619,0.0029422110819472547
76,0.9987044422860405,0.9814453817302734,0.017259060555767092
77,0.9995238201468246,0.9897629172220127,0.00976090292481191
78,0.998929251623327,0.9692575260932833,0.029671725530043713
79,0.9995507372751355,0.9564381503325595,0.043112586942576026
80,0.9968991468748507,0.9895860578518707,0.007313089022980002
81,0.9967608871218722,0.9964738840145033,0.00028700310736884393
82,0.9996441865476906,0.998186312962252,0.001457873585438585
83,0.9993026507187259,0.9730555245488101,0.02624712616991587
84,0.9986903654114074,0.9895241466636391,0.009166218747768351
85,0.9987979530318081,0.9882571420492942,0.010540810982513915
86,0.9996751965826707,0.989570119907142,0.010105076675528624
87,0.9998047543888987,0.9910810116260456,0.008723742762853148
88,0.9992119675904786,0.9809569650618966,0.01825500252858203
89,0.9986889093910012,0.9857017379670758,0.012987171423925359
90,0.9983977579834485,0.9985486401015469,-0.00015088211809832774
91,0.9988509982415451,0.9938396894465702,0.005011308794974911
92,0.9987334289845082,0.9821517021632025,0.016581726821305764
