,cosback,cosglm,deltacos
0,0.9999595893464913,0.9904906609277145,0.009468928418776779
1,0.9999965357104788,0.9950983589060705,0.004898176804408294
2,0.9999972713362781,0.9834074468651646,0.016589824471113568
3,0.9999969102796948,0.9995569761795613,0.0004399341001335433
4,0.9999826970230721,0.970449901058668,0.029532795964404057
5,0.9999987070025821,0.9985652018971027,0.001433505105479349
6,0.9999993100753651,0.9982535411063296,0.001745768969035555
7,0.9999908932283265,0.9959991011652081,0.003991792063118393
8,0.9999937354300696,0.9677887326379417,0.0322050027921279
9,0.9999920851473718,0.9582006325448029,0.04179145260256889
10,0.9999956169490444,0.970895983299181,0.029099633649863343
11,0.9999952006680874,0.9636062145322517,0.036388986135835744
12,0.9999987268308721,0.9695091172376502,0.03048960959322189
13,0.9999980486462261,0.9924687113212463,0.007529337324979846
14,0.9999811596037489,0.8877707969893777,0.11221036261437123
15,0.9999985610574169,0.9986290326155779,0.0013695284418390186
16,0.9999967963678132,0.9988796639358771,0.0011171324319361187
17,0.9999157874035127,0.9940635637042925,0.005852223699220227
18,0.9999927777565196,0.9947917428887297,0.005201034867789889
19,0.9999909613406723,0.9965960523796435,0.0033949089610287864
20,0.9999943178449555,0.9920974225581511,0.007896895286804373
21,0.999996700601003,0.9817367398882388,0.018259960712764145
22,0.999997012076526,0.9994716312226155,0.0005253808539105176
23,0.999998207257004,0.9581661048187126,0.041832102438291385
24,0.9999885361411338,0.9960265785043543,0.003961957636779534
25,0.99999163770362,0.9863746744868014,0.0136169632168186
26,0.9999716278669604,0.9956242473546878,0.0043473805122725695
27,0.9999896986551285,0.9720772026526607,0.027912496002467813
28,0.999983418066197,0.9988942776494932,0.0010891404167037155
29,0.99999163536021,0.9939039880061715,0.006087647354038439
30,0.9999965899597041,0.7289587435235692,0.27103784643613493
31,0.9999977871112223,0.9900331688936795,0.009964618217542798
32,0.9999930044193666,0.9004095359622348,0.09958346845713173
33,0.9999975786513237,0.9827477366554886,0.017249841995835014
34,0.9999933761086665,0.8747472024722511,0.12524617363641533
35,0.9999824037007753,0.9878809792689742,0.012101424431801067
36,0.9999968499216223,0.9997515204275238,0.0002453294940985007
37,0.9999884950210217,0.9980602512149035,0.0019282438061182239
38,0.9999898596485568,0.9308809828342718,0.06910887681428501
39,0.9999928796534139,0.9884349756214648,0.011557904031949118
40,0.9999988131954749,0.993072178917749,0.006926634277725885
41,0.99998898670135,0.9961596866606435,0.0038293000407064737
42,0.9999624672702948,0.9545261649291026,0.045436302341192225
43,0.9999804137557791,0.9948513447756457,0.005129068980133322
44,0.999998046068509,0.7857572060973615,0.2142408399711474
45,0.9999993598125103,0.9972847035813037,0.0027146562312065914
46,0.9999959904468065,0.9987499278789008,0.0012460625679057147
47,0.9998913408110484,0.9844852058157139,0.015406134995334497
48,0.9999976207209843,0.9992036186629782,0.0007940020580060603
49,0.9999965506889403,0.9961714821568111,0.003825068532129272
50,0.9999970406456998,0.9763385626378649,0.023658478007834938
51,0.9999790748503177,0.9881702418252556,0.011808833025062082
52,0.9999768999843113,0.9963677114723959,0.0036091885119153844
53,0.9999955923680439,0.9787314684840249,0.021264123884018993
54,0.9999899672011775,0.9575643702204335,0.042425596980743996
55,0.9999980411016272,0.8988388109066614,0.10115923019496575
56,0.9999981064941476,0.9936108108578193,0.006387295636328227
57,0.9999958416393435,0.9887356612979767,0.011260180341366777
58,0.9999980500614494,0.9930407459028786,0.006957304158570765
59,0.9999972258044045,0.9764206791002046,0.023576546704199952
60,0.9999949375920782,0.9983387611679083,0.0016561764241699306
61,0.999988610184154,0.8982120790950483,0.10177653108910567
62,0.9999982671611563,0.992188466837133,0.0078098003240232305
63,0.9999560671242543,0.8696360078862602,0.13032005923799417
64,0.9999975217686005,0.9995849067145676,0.00041261505403289434
65,0.9999972326644031,0.9969347949307064,0.0030624377336967434
66,0.999748092880814,0.9958929422021121,0.003855150678701902
67,0.9999990125930396,0.9852728437050648,0.014726168887974733
68,0.9999887246977537,0.9981091915133333,0.0018795331844203567
69,0.9999952245548129,0.9945440329689474,0.005451191585865489
70,0.999995292803228,0.9994242814205174,0.0005710113827105401
71,0.9999989400369177,0.9976341115428318,0.0023648284940859243
72,0.9999875240380908,0.9977311099380657,0.0022564141000250837
73,0.9999992662268463,0.997455940149559,0.0025433260772873556
74,0.9999980258685914,0.9916930864585947,0.00830493940999677
75,0.9999765829189041,0.9995989846327735,0.0003775982861305982
76,0.9999955540323602,0.9951856008777828,0.004809953154577329
77,0.9999921818951765,0.9961733025739402,0.003818879321236257
78,0.9999946252483332,0.9858746128072794,0.014120012441053764
79,0.9999838573852432,0.9991190933758818,0.0008647640093614184
80,0.9999971357845057,0.9969659437748659,0.0030311920096397493
81,0.9999980957763234,0.9355055383336213,0.0644925574427021
82,0.9999957268585891,0.9565916886654122,0.04340403819317684
83,0.9999972834860763,0.9572683468489707,0.04272893663710564
84,0.9999975976322508,0.9995860527009529,0.0004115449312979136
85,0.9999943881121256,0.98526968455799,0.014724703554135576
86,0.99996990026362,0.6636049249510636,0.3363649753125564
87,0.9999932249920893,0.9792334130523628,0.020759811939726536
88,0.9999952345944076,0.9962918249182029,0.0037034096762047497
89,0.9999931512585374,0.9967034687369601,0.003289682521577242
90,0.9999951561692751,0.9815966048970158,0.01839855127225931
91,0.9999973481622213,0.9977379144307614,0.00225943373145987
92,0.9999974129183302,0.9866646410483093,0.01333277187002091
93,0.999995394443605,0.9960514276663031,0.0039439667773019105
94,0.9999956856241172,0.8664012670913837,0.13359441853273357
95,0.9999960029680189,0.997740117057859,0.002255885910159905
96,0.9999854639557877,0.9912797318022097,0.00870573215357795
97,0.999994744675266,0.9986119599595495,0.0013827847157164008
98,0.9999980550948504,0.9942520366798356,0.005746018415014764
99,0.9999968659328266,0.9336328771827529,0.06636398875007365
100,0.9999866866977039,0.9936002669956414,0.00638641970206244
101,0.9999946751541353,0.9747107727499956,0.02528390240413969
102,0.9999939693567761,0.999685346454505,0.0003086229022710718
103,0.9999945001747689,0.9983492639366558,0.0016452362381130792
104,0.9999959540210384,0.9458702234743908,0.0541257305466476
105,0.9999947432090445,0.9104802042391017,0.08951453896994277
106,0.999992444682556,0.9968118068062614,0.003180637876294634
107,0.9999975723201779,0.9851926535587472,0.014804918761430752
108,0.9999937050264258,0.9971711845006788,0.002822520525747052
109,0.9999980109286968,0.99911892974133,0.0008790811873667925
110,0.9999949171634628,0.9965803580286372,0.003414559134825579
111,0.999994844955351,0.9961713641623914,0.003823480792959577
112,0.9999958580325612,0.9852014447329723,0.01479441329958886
113,0.9999965315205139,0.99719503446419,0.0028014970563239316
114,0.999995762742003,0.997939185325045,0.002056577416957972
115,0.9999863652784855,0.9961967536342891,0.0037896116441964445
116,0.9999977171451813,0.9743565489934349,0.02564116815174633
117,0.9999978464653071,0.9981450970973057,0.001852749368001394
118,0.9999984825583547,0.9981532988379798,0.0018451837203748989
119,0.9999981350187027,0.9810862433406793,0.01891189167802343
120,0.9999893241565249,0.9566331853296456,0.043356138826879276
121,0.9999994777391557,0.9879987029477801,0.012000774791375513
122,0.999991881050875,0.9945404770195019,0.005451404031373119
123,0.9999945168147998,0.9705803804427382,0.029414136372061583
124,0.9999814948345562,0.9876019613373946,0.012379533497161588
125,0.9999955949558026,0.981432135164502,0.018563459791300585
126,0.9999952896889979,0.9892068112059943,0.010788478483003572
127,0.9999957323956451,0.9933270132921052,0.006668719103539944
128,0.9999977444257964,0.9933697148071783,0.006628029618618081
129,0.9999932154973658,0.9044631895881571,0.09553002590920867
130,0.9999932367232234,0.9679522963100176,0.03204094041320582
131,0.9999852995541624,0.9962545958817873,0.0037307036723750464
132,0.9999873350237738,0.9990971227979365,0.0008902122258372946
133,0.9999933534644605,0.9990296353148872,0.0009637181495733005
134,0.9999959546524817,0.9930832687779501,0.006912685874531643
135,0.9999943069002174,0.9988679665387098,0.001126340361507605
136,0.999965294953169,0.9946107701171754,0.005354524835993635
137,0.9999974735905428,0.998821416145415,0.0011760574451278316
138,0.9999975734974741,0.9982056994195758,0.00179187407789827
139,0.9999929186376771,0.9962839663893939,0.0037089522482832704
140,0.9999889699983444,0.9891699328051238,0.010819037193220638
141,0.9999981906766015,0.9980516232002073,0.001946567476394101
142,0.999999260520402,0.7889437019901793,0.21105555853022273
143,0.9999947599471504,0.9834284075877862,0.01656635235936421
144,0.9999992469253024,0.7251372917645471,0.2748619551607553
145,0.999994255340312,0.9857932673853284,0.014200987954983701
146,0.9999966938828941,0.918427925577507,0.08156876830538717
147,0.9999940123620786,0.8804649167767024,0.11952909558537628
148,0.9999687615941217,0.9884741999466201,0.011494561647501622
149,0.9999941047135932,0.9945481528776198,0.005445951835973406
150,0.9999859831497002,0.9950876865035155,0.0048982966461846855
151,0.9999981364337062,0.9879715723054558,0.012026564128250317
152,0.9999953147704086,0.9987311321057396,0.001264182664668989
153,0.9999721029604383,0.9991164781073246,0.0008556248531136346
154,0.9999372914115474,0.9896339497436406,0.010303341667906807
155,0.9999948477411812,0.9982456722409737,0.0017491755002074783
156,0.9999989927263293,0.9975774251546248,0.0024215675717045304
157,0.9999953228761269,0.972180032312687,0.0278152905634399
158,0.9999940706528345,0.9986362402738671,0.0013578303789674173
159,0.999991097571487,0.9627653753891178,0.03722572218236919
160,0.9999962095206254,0.9768593939603839,0.023136815560241497
161,0.9999635827412683,0.9983640735517925,0.0015995091894758229
162,0.9999934005361244,0.9992112008031591,0.0007821997329653385
163,0.9999935948564015,0.9991265426637246,0.0008670521926769093
164,0.9999987252205417,0.9930245435807334,0.00697418163980823
165,0.9999911591972741,0.5347744608387455,0.46521669835852864
166,0.999952694368648,0.996020847839294,0.003931846529353966
167,0.9999653027659656,0.9951753291705822,0.004789973595383468
168,0.9999936177045309,0.9430414456617673,0.056952172042763594
169,0.9999893371504552,0.9988824121041878,0.0011069250462674152
170,0.9999885168505989,0.9997784278474922,0.00021008900310670597
171,0.9999920325417979,0.9843444002237117,0.01564763231808619
172,0.9999990344956655,0.9965781737096402,0.003420860786025326
173,0.9999873979821748,0.9928944254114322,0.007092972570742595
174,0.9999965124664731,0.9929464558366856,0.007050056629787527
175,0.9999939972892746,0.9315255409869898,0.06846845630228482
176,0.9999926171047356,0.9999677459240313,2.487118070437777e-05
177,0.9999885038694717,0.9896528458295495,0.010335658039922202
178,0.9999978091024867,0.9941966016022717,0.0058012075002149555
179,0.999984381375409,0.9883981961583035,0.011586185217105527
180,0.9999989369422947,0.9737149604871916,0.026283976455103053
181,0.9999908864244839,0.9919571099832594,0.008033776441224494
182,0.99999366849959,0.9946841959733195,0.005309472526270564
183,0.9999863991986262,0.9960498453725573,0.003936553826068945
184,0.9999987901513613,0.9725058022491783,0.02749298790218302
185,0.9999979719201834,0.996025666942841,0.003972304977342356
186,0.9999922822043583,0.9170785331032923,0.08291374910106597
187,0.9999984070218069,0.9943265274308584,0.005671879590948503
188,0.9999983363775232,0.9979817964484328,0.002016539929090455
189,0.9999856579401847,0.9875339636918787,0.012451694248305945
190,0.9999965480435596,0.9975756837557709,0.00242086428778876
191,0.9999898945733537,0.9960443949616793,0.003945499611674452
192,0.9999977546694516,0.9924911685669928,0.007506586102458801
193,0.9999892057759205,0.9738473525147031,0.02614185326121743
194,0.9999969762054166,0.9923808514924574,0.007616124712959249
195,0.9999950003673899,0.9990902346866186,0.0009047656807712467
196,0.9999980435426732,0.9532046396478349,0.046793403894838326
197,0.999995502937483,0.9796304668048926,0.02036503613259033
198,0.9999851048696321,0.9555023804196094,0.04448272445002266
199,0.9999888904697025,0.9781570396154791,0.021831850854223456
200,0.9999969371650967,0.8522868885220553,0.1477100486430415
201,0.9999432524669946,0.9488650779633792,0.0510781745036154
202,0.9999935721099612,0.9631921323013126,0.036801439808648584
203,0.9999978682820017,0.9955274396765899,0.0044704286054118025
204,0.999997025396711,0.9912807175923648,0.00871630780434618
205,0.9999975197606554,0.9983283605071858,0.0016691592534696653
206,0.9999892893487737,0.9918505490398601,0.008138740308913595
207,0.9999946780480272,0.9769184086770266,0.0230762693710006
208,0.9999996909094321,0.9955179593024787,0.004481731606953421
209,0.9999965299334392,0.9521511488810146,0.04784538105242464
210,0.9999988276114536,0.9331959419264526,0.06680288568500103
211,0.9999949311573024,0.9962695780142834,0.003725353143019028
212,0.9999977670046355,0.9983133366552301,0.0016844303494053525
213,0.9999969021884139,0.9855366439177733,0.014460258270640569
214,0.9999943699515887,0.9958631891949211,0.0041311807566676295
215,0.9999988820757773,0.9524330657386292,0.04756581633714807
216,0.9999988654335134,0.9934931657245131,0.006505699709000279
217,0.9999973149333118,0.9166898823034767,0.08330743262983509
218,0.9999882143010518,0.9959713501366958,0.004016864164355982
219,0.9999988863134994,0.9727052224132867,0.027293663900212706
220,0.9999954339707587,0.9993047942956075,0.0006906396751512611
221,0.9999978123426905,0.951359070199066,0.048638742143624514
222,0.9999986545070861,0.9896915266207487,0.010307127886337475
223,0.9999895006712678,0.9329446944116175,0.06704480625965026
224,0.9999973460695457,0.9974106025399195,0.0025867435296261787
225,0.9999952574529117,0.9813171806429264,0.018678076809985344
226,0.9999951059871752,0.8507906553838533,0.14920445060332188
227,0.9999868573506485,0.9902528319607343,0.009734025389914192
228,0.9999945776973733,0.993411758973882,0.006582818723491313
229,0.9999890323078817,0.9988347411222602,0.0011542911856214921
230,0.9999975117685047,0.9994560081711119,0.0005415035973928006
231,0.9997440549017391,0.9330530792627578,0.0666909756389813
232,0.9999956488914301,0.9876993916464814,0.01229625724494876
233,0.9999977850775603,0.9965429229752081,0.0034548621023522408
234,0.9999671199680046,0.9929055039349077,0.007061616033096851
235,0.9999968361927234,0.9916095067959183,0.008387329396805088
236,0.9999987071295109,0.9870363037547201,0.01296240337479082
237,0.9999949339398073,0.9970370636632966,0.0029578702765107323
238,0.9999975296050673,0.9723447911455779,0.027652738459489346
239,0.9999987878571264,0.9801519729795956,0.019846814877530816
