,cosori,cosglm,deltacos,pval
0,0.7714231340404227,0.7757691016148106,-0.004345967574387877,1.1102230246251565e-16
1,0.7611135797224265,0.7713187478348846,-0.010205168112458085,1.1102230246251565e-16
2,0.05743950985194918,0.779637186017835,-0.7221976761658859,1.1102230246251565e-16
3,-0.5391918600130011,0.12317601804152062,-0.6623678780545217,1.1102230246251565e-16
4,0.8595437220051534,0.7799916240869219,0.07955209791823148,1.1102230246251565e-16
5,0.8827049767529765,0.9870278092904754,-0.10432283253749886,1.1102230246251565e-16
6,-0.5388608232138141,0.28972986863392575,-0.8285906918477399,1.1102230246251565e-16
7,0.9641770670796338,0.9139505767063899,0.05022649037324389,1.1102230246251565e-16
8,0.8427650078932838,0.7546318207156879,0.08813318717759588,1.1102230246251565e-16
9,0.9434126850487059,0.13244820702686744,0.8109644780218385,1.1102230246251565e-16
10,0.7683500408766764,0.7784657531321999,-0.010115712255523546,1.1102230246251565e-16
11,0.7607552386955108,0.7375458384045216,0.02320940029098917,1.1102230246251565e-16
12,0.704614669390676,0.7374463183404918,-0.03283164894981583,1.1102230246251565e-16
13,0.7476169185672675,0.06382529826209876,0.6837916203051688,1.1102230246251565e-16
14,-0.23984581127214194,0.12318083814263986,-0.3630266494147818,1.1102230246251565e-16
15,0.912778390438812,0.31272365180679945,0.6000547386320125,1.1102230246251565e-16
16,0.7932422459448858,0.7799122614319478,0.013329984512937987,1.1102230246251565e-16
17,0.9899583367772176,0.9818197852197137,0.00813855155750387,1.1102230246251565e-16
18,0.941171430445384,0.9607628551544722,-0.019591424709088257,1.1102230246251565e-16
19,0.9982370497374917,0.7790030400911949,0.2192340096462968,1.1102230246251565e-16
20,0.770946566117911,0.7701672582528236,0.0007793078650873975,1.1102230246251565e-16
21,0.9967626294587351,0.9811409463916101,0.01562168306712497,1.1102230246251565e-16
22,0.9899947261384394,0.7597562973978932,0.23023842874054623,1.1102230246251565e-16
23,0.8631877808383651,0.6665276944848639,0.19666008635350118,1.1102230246251565e-16
24,-0.5393405919416385,0.25553312923359023,-0.7948737211752288,1.1102230246251565e-16
25,0.27230569225132106,0.7656116013399202,-0.49330590908859917,1.1102230246251565e-16
26,0.5922850415464,0.7797256007269353,-0.18744055918053526,1.1102230246251565e-16
27,0.9933309623558877,0.9256131788998548,0.06771778345603285,1.1102230246251565e-16
28,0.9693297662703022,0.9756312815882557,-0.006301515317953532,1.1102230246251565e-16
29,0.9869419795685985,0.8036130027783867,0.18332897679021187,1.1102230246251565e-16
30,0.9089249634323481,0.9103032964708515,-0.001378333038503432,1.1102230246251565e-16
31,0.946059705759126,0.99776156161188,-0.051701855852754,1.1102230246251565e-16
32,0.7916066029235101,0.6635687736233792,0.12803782930013097,1.1102230246251565e-16
33,0.7697390222426143,0.963888847569299,-0.1941498253266848,1.1102230246251565e-16
34,0.989794716127592,0.05728291039071187,0.9325118057368801,1.1102230246251565e-16
35,0.9507438963810458,0.3783577984437337,0.5723860979373121,1.1102230246251565e-16
36,0.8725342580941237,0.7617518157805196,0.11078244231360401,1.1102230246251565e-16
37,0.7903645639660457,0.1036108826061996,0.686753681359846,1.1102230246251565e-16
38,0.925591185120332,0.769017951579603,0.15657323354072905,1.1102230246251565e-16
39,0.8288819723375309,0.7585066171851784,0.07037535515235249,1.1102230246251565e-16
40,0.9242842230751014,0.7774956497339339,0.14678857334116746,1.1102230246251565e-16
41,0.4617057592623538,0.6258493034453745,-0.16414354418302068,1.1102230246251565e-16
42,-0.5403582919071482,-0.10914378551995396,-0.4312145063871943,1.1102230246251565e-16
43,0.9393808537083035,0.778803874161369,0.1605769795469345,1.1102230246251565e-16
44,0.9079811232307514,0.9586963590411044,-0.05071523581035298,1.1102230246251565e-16
45,0.9920739613484313,0.9350361418129409,0.057037819535490364,1.1102230246251565e-16
46,-0.5358717164808562,-0.08433010651865341,-0.4515416099622028,1.1102230246251565e-16
47,0.8420541891333123,0.7359651294788763,0.10608905965443605,1.1102230246251565e-16
48,-0.5921785279361581,0.22349658769574315,-0.8156751156319013,1.1102230246251565e-16
49,0.7562517491428341,0.989039339591621,-0.23278759044878694,1.1102230246251565e-16
50,0.9723173371850992,0.9424412416322321,0.029876095552867077,1.1102230246251565e-16
51,0.9005172987651685,0.7790978817296896,0.12141941703547887,1.1102230246251565e-16
52,0.9188642649337688,0.2660277710343912,0.6528364938993776,1.1102230246251565e-16
53,-0.3537842255253193,0.7780393330434497,-1.131823558568769,1.1102230246251565e-16
54,0.7513226968404638,0.7747711549487601,-0.02344845810829632,1.1102230246251565e-16
55,0.7821616221245592,0.7723429506785231,0.009818671446036098,1.1102230246251565e-16
56,0.7488023076477117,0.7792314601059595,-0.030429152458247732,1.1102230246251565e-16
57,0.9802665727916718,0.9731134986687628,0.007153074122908998,1.1102230246251565e-16
58,0.695771298770854,0.7799567774822251,-0.08418547871137116,1.1102230246251565e-16
59,0.7979104650590847,0.32943749651823484,0.46847296854084985,1.1102230246251565e-16
60,0.9943326515541095,0.3891653292606649,0.6051673222934446,1.1102230246251565e-16
61,0.5493177405909608,0.9914209907822902,-0.44210325019132934,1.1102230246251565e-16
62,0.6405628735340977,0.8762413112145148,-0.23567843768041707,1.1102230246251565e-16
63,0.9276538568225021,0.9885671585170526,-0.06091330169455045,1.1102230246251565e-16
64,0.9720090978564787,0.7598862225364768,0.21212287532000196,1.1102230246251565e-16
65,0.7853724983931542,0.7679613025006621,0.01741119589249207,1.1102230246251565e-16
66,0.6729150759365122,0.728762377819064,-0.055847301882551714,1.1102230246251565e-16
67,0.8664168597479469,0.7729324487247954,0.09348441102315153,1.1102230246251565e-16
68,0.8820150035763703,0.7617617609765298,0.12025324259984049,1.1102230246251565e-16
69,0.7255049868384992,0.7703276152487158,-0.04482262841021667,1.1102230246251565e-16
